;entities
2796;['EVENT: De olympiske lege i Beijing', 'GPE: Kastrup', 'PERSON: Lisbeth Bojer Krogh']
2797;['PERCENT: 32%']
2798;['FACILITY: One WTC']
2799;['MONEY: en krone', 'MONEY: en krona']
2800;['MONEY: 9665 dollars', 'MONEY: 80danske kroner', 'QUANTITY: 252 dm']
2801;['ORGANIZATION: Eurosport', 'TIME: 2 minutter', 'QUANTITY: 196 centimeter']
2802;['ORGANIZATION: Louisiana {museum}', 'FACILITY: the Shard']
2803;['PERSON: Annikas', 'FACILITY: Svanholm Gods']
2804;['PERSON: Rene Z.s', 'LAW: Forordning om stavnsbånd']
2805;['GPE: Norge']
2806;['ORGANIZATION: Houston Rockets']
2807;['ORDINAL: sjette']
2808;['ORDINAL: 7.', 'GPE: Ruslands']
2809;['CARDINAL: seks', 'EVENT: Touren 2022 {tour de france}']
2810;['PERSON: Viggo Leth Olsson']
2811;['NORP: muslimerne', 'PERSON: Karoline']
2812;['QUANTITY: 1475 kilometer']
2813;['EVENT: Sciencesjov {science fair}']
2814;['PERSON: Henrik Laumann Skovgaard', 'PERSON: Tina X.']
2815;['PERSON: Willy Møllers']
2816;['TIME: 10.00 - 11.00', 'PERCENT: 52 %']
2817;['WORK OF ART: In Search of Lost Time', 'CARDINAL: tre', 'NORP: Det Radikale Venstre']
2818;['PERSON: Keld Beck', 'NORP: svenskere', 'PERSON: Mohammad Milos']
2819;['ORGANIZATION: Billedbladet']
2820;['DATE: +18 år']
2821;['LANGUAGE: engelsk', 'QUANTITY: 109 meter']
2822;['PERCENT: firs procent', 'MONEY: 1 krone']
2823;['ORGANIZATION: Andel Energi', 'ORGANIZATION: Scanpixs', 'PERCENT: ni procent']
2824;['WORK OF ART: Fasandræberne', 'DATE: 02. Maj 2013', 'PERSON: Liza', 'PERCENT: 54.96 %']
2825;['FACILITY: Storebæltsbroen', 'PERCENT: 45%', 'PERSON: Antonio']
2826;['GPE: Frankrigs']
2827;['PERCENT: 35 %']
2828;['WORK OF ART: X-Factor']
2829;['PERSON: Doris K.']
2830;['DATE: +16 år', 'ORGANIZATION: Insta {instagram}', 'EVENT: Britta Nielsen-sagen', 'EVENT: Grimfest']
2831;['LAW: Kvælstofoxiderafgiftsloven']
2832;['PERCENT: 99%']
2833;['PERSON: J.C. Christensen', 'PERCENT: 5 %']
2834;['PERSON: Kira Hussein Kilic', 'PERCENT: 57 %']
2835;['ORGANIZATION: RUC {university}']
2836;['QUANTITY: 5113 g']
2837;['ORGANIZATION: Berkshire Hathaway']
2838;['DATE: en måned', 'GPE: Tyskland']
2839;['GPE: Bolivia', 'PERSON: Muhammed T. Alici']
2840;['PERSON: Tom Bjarne']
2841;['LANGUAGE: dansk']
2842;['CARDINAL: elleve']
2843;['WORK OF ART: »De Første Kærester på Månen«', 'PRODUCT: L.12.12 White Deodorant Spray']
2844;['QUANTITY: 76 centiliter']
2845;['GPE: Kbh']
2846;['ORGANIZATION: Ikea']
2847;['LANGUAGE: hollandsk']
2848;['WORK OF ART: Paradise {tv series}']
2849;['ORDINAL: femte']
2850;['LOCATION: Lolland', 'ORDINAL: 20.', 'LANGUAGE: swahili']
2851;['QUANTITY: 334 ml']
2852;['PERSON: Vilma Schaltz']
2853;['MONEY: halvfems tusinde dkk']
2854;['PERSON: @kevinmagnussen']
2855;['ORGANIZATION: Se og Hør']
2856;['DATE: 10 Okt, 2000']
2857;['GPE: Sydafrika']
2858;['GPE: Randers', 'DATE: 11/10/97']
2859;['MONEY: 1 krone', 'WORK OF ART: Fru Marie Grubbe']
2860;['ORDINAL: 14.', 'DATE: firserne']
2861;['DATE: 23. December 1979']
2862;['LOCATION: Bornholm', 'CARDINAL: 5']
2863;['CARDINAL: halvdelen', 'PERSON: Yvonne Damsgaard']
2864;['LANGUAGE: engelsk', 'LAW: Bill of Rights', 'GPE: Tysklands']
2865;['PRODUCT: Dumle Slikkepind']
2866;['PERSON: Birte Amanda', 'MONEY: 1 krona']
2867;['DATE: Maj', 'PERSON: Nadia']
2868;['LOCATION: Rubjerg Knude']
2869;"['CARDINAL: 4', ""DATE: Fredag, 25. Oktober '91""]"
2870;['CARDINAL: 1']
2871;['PERSON: Elvin R. Drejer', 'PERCENT: 48.34 %']
2872;['DATE: 2021', 'FACILITY: Stongehenge']
2873;['MONEY: 4917 danske kroner', 'FACILITY: Moais {stoneheads}']
2874;['MONEY: 107kroner', 'ORGANIZATION: Google', 'PRODUCT: Pixel 8']
2875;['GPE: Tyrkiet']
2876;['FACILITY: Vibevej', 'FACILITY: Storebæltsbroen', 'PERSON: Elisabeth Bjerre Frederiksens']
2877;['ORGANIZATION: Mors-Thy Håndbold', 'CARDINAL: 92']
2878;['QUANTITY: 29 L']
2879;['DATE: ni år']
2880;['WORK OF ART: Biblen']
2881;['PERSON: Huxis']
2882;['DATE: 2016']
2883;['PRODUCT: VitaBoost Blender MMBH6P6B']
2884;['PRODUCT: Splash Vase Round', 'ORGANIZATION: Barcelona {football team}']
2885;['GPE: Ringe', 'DATE: 05. November 2010', 'PERSON: Dan Jørgensen', 'NORP: (S)']
2886;['LOCATION: Andesbjergene', 'ORGANIZATION: ASUS', 'PRODUCT: Vivobook']
2887;['PRODUCT: Cola Zero', 'PERSON: Thorkilds']
2888;['PRODUCT: Lego X-wing-stjernejager', 'NORP: Nye Borgerlige (NB)', 'QUANTITY: 295 mm']
2889;['EVENT: Irakkrigen']
2890;['MONEY: 213KR', 'GPE: Danmarks']
2891;['TIME: 23:57', 'LAW: opkrævningslovens § 11']
2892;['PERCENT: 94 %']
2893;['TIME: et kvarter']
2894;['PERSON: Jeanett T. Astrup', 'PERSON: Tommy Bendixen', 'WORK OF ART: Monopoly']
2895;['DATE: en måned']
2896;['EVENT: Folkedrabet i Rwanda', 'PERCENT: 34 %', 'QUANTITY: 261 j']
2897;['ORGANIZATION: Bjerringbro-Silkeborg {handball team}']
2898;['PRODUCT: Addict Lip Maximizer 001 Pink']
2899;['MONEY: ni danske kroner', 'QUANTITY: 4 centiliter']
2900;['EVENT: Ubådssagen {crime}', 'DATE: i dag', 'CARDINAL: 10', 'PERSON: Birk Machon Popa']
2901;['WORK OF ART: Sømand Af Verden', 'PERSON: Oleksandr Khans', 'PERSON: Katrine Daugaard', 'NORP: (LA)']
2902;['GPE: Ulfborgs']
2903;['MONEY: 5347kr.', 'GPE: Tarm']
2904;['LANGUAGE: fransk', 'LOCATION: Dyrehaven', 'WORK OF ART: Til middag hos...']
2905;['GPE: Kolding']
2906;['PERCENT: 17%', 'TIME: 15:28']
2907;['QUANTITY: 33 km']
2908;['NORP: aztekere', 'GPE: Kroatiens']
2909;['NORP: Nye Borgerlige']
2910;['LANGUAGE: norsk']
2911;['FACILITY: E1 {highway}']
2912;['PERSON: Ida Bentzen', 'PERSON: Kanye West', 'WORK OF ART: FourFiveSeconds']
2913;['DATE: sidste uge']
2914;['CARDINAL: 1', 'GPE: Zimbabwe', 'PERSON: Viggo Leth Olsson']
2915;['WORK OF ART: Alene i vildmarken', 'DATE: April', 'MONEY: 65pesos']
2916;['PERSON: Mira']
2917;['NORP: Venstre (V)']
2918;['PERCENT: 94.63 %']
2919;['GPE: Charlottenlunds', 'ORGANIZATION: Se og Hørs']
2920;['GPE: Malmö']
2921;"['LANGUAGE: français', ""DATE: 90'erne"", 'DATE: Onsdag', 'PERSON: Hugo Helmig', 'WORK OF ART: Wild']"
2922;['PERSON: Anker Engelund']
2923;['CARDINAL: 8']
2924;['ORDINAL: anden', 'PERSON: Ronni C. Christoffersen']
2925;['GPE: Columbia', 'PERSON: Mike Brandt Johnsen']
2926;['WORK OF ART: Paradise Hotel', 'PERSON: Bodil Ipsen']
2927;['WORK OF ART: Strawberry Fields Forever']
2928;['LAW: direktiv nr. 88/77/EØF']
2929;['ORGANIZATION: Visa', 'PERSON: Søren Kirkegaards', 'WORK OF ART: Enten-Eller']
2930;['LOCATION: Midtjylland']
2931;['GPE: Brøndby']
2932;['FACILITY: Haughus Gods', 'PERSON: Asta Nielsen']
2933;['LOCATION: Esbjerg N', 'PERSON: Ilse Kjærgaard']
2934;['PERSON: Taylor Swift']
2935;['PERSON: Radoslaw Nissens', 'ORDINAL: trettende', 'ORGANIZATION: SAS AB']
2936;['MONEY: 196 KR', 'PERSON: Lisbeth Bojer Krogh', 'PERSON: Line Kruse', 'WORK OF ART: Noget i luften']
2937;['WORK OF ART: Get Ur Freak On', 'PERSON: Lilja Abbas']
2938;['PERSON: Omars']
2939;['PERSON: Gerd E. Kramers']
2940;['ORGANIZATION: Los Angeles Rams', 'PRODUCT: Mac Pro', 'EVENT: nytårsaften', 'QUANTITY: 34centiliter']
2941;['DATE: 1978', 'GPE: Reykjavik']
2942;['MONEY: atten GBP', 'ORGANIZATION: Sonos', 'PRODUCT: One SL']
2943;['PERSON: Leif Ebbesens']
2944;['EVENT: Festugen', 'GPE: Klampenborgs']
2945;['ORDINAL: 24.', 'ORGANIZATION: Vestas Wind Systems']
2946;['NORP: Det Konservative Folkeparti', 'EVENT: Angrebet på Krudttønden']
2947;['ORDINAL: tredje', 'NORP: Socialistisk Folkeparti']
2948;['MONEY: 109 kr']
2949;['PERSON: Orla Green']
2950;['DATE: i morgen', 'ORGANIZATION: Ørsted', 'GPE: Hasselager', 'PERCENT: 57 %']
2951;['LOCATION: Aalborg Øst']
2952;['FACILITY: E45 {highway}', 'EVENT: Koreakrigen']
2953;['WORK OF ART: Luksusfælden', 'ORGANIZATION: Bjerringbro-Silkeborg {handball team}']
2954;['GPE: Etiopien', 'GPE: Lemvig']
2955;['PERSON: Søren Pape Poulsen', 'ORGANIZATION: Fibia']
2956;['MONEY: 95€', 'GPE: Sofia']
2957;['PERCENT: 32%']
2958;['NORP: kinesere', 'FACILITY: Utzon Center']
2959;['GPE: Vejle', 'PERCENT: 65%']
2960;['WORK OF ART: Kapringen', 'PERSON: Hasse Ahrendt Filtenborgs']
2961;['ORGANIZATION: HBO']
2962;['GPE: Agerbæk']
2963;['FACILITY: Hans Hartvig Seedorffs Stræde']
2964;['ORGANIZATION: NIKE', 'PERCENT: ni procent', 'LOCATION: Nordsjælland']
2965;['PRODUCT: Nutritive Overnight Serum', 'WORK OF ART: Huden er det elastiske hylster der omgiver hele legemet']
2966;['DATE: 28-06-97']
2967;['NORP: SF - Socialistisk Folkeparti']
2968;['NORP: Det Konservative Folkeparti', 'PRODUCT: AR47 {weapon}']
2969;['GPE: Syrien', 'PRODUCT: Fidget spinner']
2970;['WORK OF ART: Cluedo', 'LOCATION: Skjern Å']
2971;['PERSON: Michael Frandsen Chrestensen', 'DATE: 23-10-92', 'QUANTITY: 259 karat']
2972;['ORDINAL: 1.']
2973;['PERCENT: tretten procent', 'LANGUAGE: hebraisk', 'ORGANIZATION: Europa-Parliamentet']
2974;['PERCENT: 29 %', 'DATE: Januar', 'ORGANIZATION: Miami Dolphins']
2975;['PERSON: @braithwaiteofficial']
2976;['ORGANIZATION: PRIME {beverages}', 'PERSON: Anders Fogh Rasmussen', 'ORGANIZATION: DTU {university}', 'PERSON: Ebba Ankjærs']
2977;['PERCENT: 71 %']
2978;['DATE: Lørdag']
2979;"[""DATE: Mandag, 14. August '95"", 'MONEY: 234 kroner', ""PRODUCT: NATURLI' havredrik""]"
2980;"[""WORK OF ART: Schindler's Liste""]"
2981;['PERCENT: 34 %', 'ORGANIZATION: Ishøj kommune', 'NORP: dansker']
2982;['NORP: tysk', 'PRODUCT: Tosca Anju Hat']
2983;['LOCATION: Østeuropa']
2984;['LOCATION: Himmelbjerget']
2985;['LAW: § 5, stk. 1, nr. 2']
2986;['NORP: muslimerne']
2987;"['GPE: Nibe', ""PRODUCT: Air Force 1 '07 LV8"", 'MONEY: en krone']"
2988;['QUANTITY: 7690 snes', 'FACILITY: Lærkevej']
2989;['LOCATION: Dyrehaven']
2990;['ORGANIZATION: Elgiganten A/Ss']
2991;['ORGANIZATION: Kremlin', 'ORGANIZATION: TEMPUR {matress}', 'PRODUCT: PRO® SMARTCOOL™ {matress}']
2992;['DATE: næste uge', 'WORK OF ART: Dance Monkey', 'NORP: de kristne']
2993;['ORGANIZATION: Den Blå Avis', 'LANGUAGE: dansk', 'PERSON: Mai Mercado', 'NORP: (K)']
2994;['DATE: Torsdag, 21. Maj 2015']
2995;['GPE: Yemen', 'CARDINAL: 70']
2996;['PRODUCT: Tornø Badedragt', 'PERCENT: 13%', 'PERSON: Ana U.']
2997;['LAW: kildeskattelovens §§ 1', 'FACILITY: E45 {highway}']
2998;['NORP: danskere']
2999;['GPE: Norge']
3000;['MONEY: 7122Dkk', 'MONEY: 107 kronor', 'PERSON: Natasjas']
3001;['DATE: Juni']
3002;['PERSON: Nichlas E. Nicolaisens']
3003;['LOCATION: Jylland', 'ORDINAL: første']
3004;['PERSON: @mia1023218', 'ORGANIZATION: youSee']
3005;['QUANTITY: 13 kg']
3006;['PERSON: H.C Andersens']
3007;['FACILITY: Virkelyst alpacafarm']
3008;['PRODUCT: Big Pony Women Pink Eau de Toilette']
3009;['QUANTITY: 4 °c']
3010;['DATE: fire uger']
3011;['QUANTITY: ni hundrede kilometer', 'QUANTITY: 332 ml', 'ORGANIZATION: Volkswagen', 'PRODUCT: Golf']
3012;['TIME: kl 10:15']
3013;['FACILITY: Skt. Laurentii Kirkeruin']
3014;['NORP: De Konservative']
3015;['MONEY: halvfjerds hundrede kr.', 'PERCENT: 52%']
3016;['PERCENT: 39 %', 'ORGANIZATION: @tv2nyhederne {twitter handle}']
3017;['DATE: November', 'PERCENT: 4 %']
3018;['LAW: Høstpantebrevsloven', 'DATE: 15-01-2023']
3019;['GPE: Frankfurt', 'NORP: buddhisterne']
3020;['PERSON: Hubert Christopher']
3021;['MONEY: 219øre', 'LOCATION: Falster', 'MONEY: 5347kroner']
3022;['PERSON: Natascha', 'WORK OF ART: R {movie}']
3023;['MONEY: en krona']
3024;['GPE: Otterup']
3025;['MONEY: 9665kr']
3026;['LAW: Lov om ophørsstøtte til jordbrugere']
